Name,Platform,Year,Genre,Publisher,NA_,EU_,JP_,Other_,Global_,C_Score,U_Score,Rating
Mario&Luigi:PartnersinTime,DS,2005,Role-Playing,Nintendo,4.11,0.28,2.39,0.39,7.17,86,,
Turok2:SeedsofEvil,N64,1997,Platform,Acclaim Entertainment,5.27,1.58,0.15,0.15,7.15,86,,
NCAAFootball11,X360,2010,Sports,Electronic Arts,6.62,0,0,0.46,7.08,86,7.1,E
Rocksmith2014,PS4,2014,Misc,Ubisoft,3.89,1.89,0,1.22,7,86,,
WorldwideSoccerManager2008,PC,2007,Sports,Russel,0,7,0,0,7,86,8,E
TombRaider(2013),XOne,2014,Action,Square Enix,3.89,2.33,0,0.56,6.78,86,,
ColinMcRaeRally3,PS2,2002,Racing,Codemasters,0.14,5,0.1,1.43,6.67,86,7.7,E
SilentHill,PS,1999,Action,Konami Digital Entertainment,2.96,2,1.25,0.42,6.67,86,9.2,M
Persona4:Arena,PS3,2012,Fighting,Atlus,2.73,1,2.18,0.64,6.64,86,7.7,T
FightNightChampion,X360,2011,Fighting,Electronic Arts,3.33,2.58,0,0.58,6.5,86,7.4,M
Rocksmith2014,PC,2013,Misc,Ubisoft,3.6,2.4,0,0.6,6.5,86,,
DJHero,PS3,2009,Misc,Activision,3,2.43,0,1,6.43,86,7.8,T
TomClancy'sGhostReconAdvancedWarfighter2,X360,2007,Shooter,Ubisoft,5.44,0.31,0.13,0.5,6.38,86,8.1,T
DJHero2,X360,2010,Misc,Activision,4.92,0.92,0,0.46,6.31,86,7.9,T
CallofDuty:ModernWarfare2,PC,2009,Shooter,Activision,0.07,5.64,0,0.64,6.29,86,4.2,M
Titanfall,PC,2014,Shooter,Electronic Arts,2.44,3.33,0,0.44,6.22,86,6.2,M
Crysis2,PC,2011,Action,Electronic Arts,1.33,3.75,0,1.08,6.17,86,6.8,M
SoulCaliburIII,PS2,2005,Fighting,Namco Bandai Games,4.11,0.83,0.72,0.28,5.94,86,8.4,T
Disney'sAladdin,SNES,1993,Platform,Capcom,3.13,1.13,0.7,0.9,5.83,86,,
NHL12,X360,2011,Sports,Electronic Arts,4.58,0.83,0,0.42,5.83,86,7,E10+
GoldenSun:TheLostAge,GBA,2002,Role-Playing,Nintendo,2.9,1.29,1.29,0.33,5.81,86,9.5,E
DJHero2,PS3,2010,Misc,Activision,3.62,1.46,0,0.77,5.77,86,7.8,T
SlyCooperandtheThieviusRaccoonus,PS2,2002,Platform,Sony Computer Entertainment,4.9,0.67,0,0.19,5.76,86,8.6,E
F12016(Codemasters),PS4,2016,Racing,Codemasters,0.43,4.14,0.14,0.71,5.57,86,,
TalesofSymphonia,GC,2003,Role-Playing,Nintendo,2.7,1.05,1.55,0.2,5.5,86,8.5,T
NBALive2001,PS,2000,Sports,Electronic Arts,3.04,2.04,0,0.35,5.43,86,8,E
DinoCrisis2,PS,2000,Action,Virgin Interactive,1.48,2.13,1.22,0.43,5.26,86,9,M
MVPBaseball2005,XB,2005,Sports,Electronic Arts,3.89,1.11,0,0.17,5.22,86,,
Patapon,PSP,2007,Misc,Sony Computer Entertainment,2.06,1.56,0.44,1,5.06,86,8.7,E
MetalGearSolidVRMissions,PS,1999,Adventure,Konami Digital Entertainment,2.75,1.88,0,0.33,4.92,86,,
NHL12,PS3,2011,Sports,Electronic Arts,3,1.25,0,0.58,4.83,86,7.5,E10+
F-Zero:MaximumVelocity,GBA,2001,Racing,Nintendo,1.77,0.73,1.68,0.55,4.73,86,8.5,E
BurnoutLegends,PSP,2005,Racing,Electronic Arts,3.89,0.28,0,0.44,4.67,86,8.4,E10+
SuikodenIII,PS2,2002,Role-Playing,Unknown,1.38,1.1,1.81,0.38,4.67,86,7.7,T
ESPNNHL2K5,PS2,2004,Sports,Global Star,2.26,1.74,0,0.58,4.63,86,8.1,E
Skate,X360,2007,Sports,Electronic Arts,3.88,0.19,0,0.38,4.44,86,8.4,T
GuitarHero:Metallica,PS3,2009,Misc,Activision,2,1.71,0,0.71,4.43,86,8,T
ESPNCollegeHoops2K5,PS2,2004,Sports,Sega,2.16,1.68,0,0.58,4.42,86,8.1,E
DmC:DevilMayCry,X360,2013,Action,Capcom,2.6,1.2,0.1,0.4,4.4,86,5.1,M
TheLegendofZelda:FourSwordsAdventures,GC,2004,Action,Nintendo,3.32,0.84,0,0.11,4.26,86,7.2,E
Assassin'sCreedII,PC,2010,Action,Ubisoft,0.08,3.46,0,0.69,4.23,86,6.9,M
MedalofHonor:Underground,PS,2000,Shooter,Electronic Arts,2.35,1.61,0,0.26,4.22,86,9,T
UnrealTournamentIII,PS3,2007,Shooter,Midway Games,2.06,1.44,0,0.63,4.19,86,7.7,M
AdvanceWars:DaysofRuin,DS,2008,Strategy,Nintendo,2.87,0.8,0,0.33,4.07,86,8.7,E10+
Burnout2:PointofImpact,PS2,2002,Racing,Acclaim Entertainment,2,1.52,0,0.52,4.05,86,8.2,E
Kirby:CanvasCurse,DS,2005,Platform,Nintendo,2,0,1.78,0.17,4,86,8.2,E
DeadSpace,PC,2008,Action,Electronic Arts,0,3.53,0,0.4,3.93,86,8,M
MonsterRancher,PS,1997,Simulation,Tecmo Koei,0.46,0.31,2.85,0.27,3.88,86,8.3,
KatamariDamacy,PS2,2004,Puzzle,Namco Bandai Games,2.47,0.11,0.89,0.42,3.84,86,9,E
TombRaider,PC,1996,Action,Eidos Interactive,3.56,0.26,0,0,3.81,86,8.5,M
TalesofDestiny2,PS2,2002,Role-Playing,Namco Bandai Games,0,0,3.81,0,3.81,86,,
FIFASoccer13,PC,2012,Action,Electronic Arts,0.18,2.82,0,0.64,3.64,86,6.6,E
TombRaider(2013),PC,2013,Action,Square Enix,0.6,2.5,0,0.4,3.5,86,8.5,M
BoomBloxBashParty,Wii,2009,Puzzle,Electronic Arts,2.36,0.64,0,0.29,3.29,86,8.4,E
MaddenNFL06,GC,2005,Sports,Electronic Arts,2.44,0.61,0,0.11,3.17,86,8.5,E
ShinMegamiTenseixFireEmblem,WiiU,2015,Role-Playing,Nintendo,1.5,0.63,0.75,0.25,3.13,86,,
TonyHawk'sUnderground,GBA,2003,Sports,Activision,2.15,0.8,0,0.05,3,86,7.7,E
Assassin'sCreedIV:BlackFlag,WiiU,2013,Action,Ubisoft,1.7,0.9,0,0.3,2.9,86,7.7,M
WeLoveKatamari,PS2,2005,Puzzle,Electronic Arts,1.44,1.11,0,0.39,2.89,86,8.9,E
NeedforSpeed:HotPursuit,PC,2010,Racing,Electronic Arts,0.92,1.54,0,0.38,2.85,86,6.7,E10+
ShinMegamiTensei:Persona3,PS2,2006,Role-Playing,Tecmo Koei,1.29,0.18,0,1.18,2.65,86,8.4,M
BlazBlue:CalamityTrigger,X360,2009,Fighting,PQube,1.5,0.57,0.29,0.21,2.57,86,8.5,T
"999:NineHours,NinePersons,NineDoors",DS,2009,Adventure,ChunSoft,2.21,0,0.21,0.14,2.57,86,,
MidnightClubII,XB,2003,Racing,Take-Two Interactive,2.1,0.3,0,0.1,2.5,86,7.6,T
NASCAR2005:ChasefortheCup,XB,2004,Racing,Electronic Arts,1.79,0.53,0,0.11,2.37,86,tbd,E
FrontMission3,PS,1999,Strategy,SquareSoft,0.42,0.29,1.29,0.13,2.17,86,,
TheWitcher:EnhancedEdition,PC,2008,Role-Playing,Atari,2.13,0.07,0,0,2.13,86,8.5,M
PlanetPuzzleLeague,DS,2007,Puzzle,Nintendo,0.88,0.06,1,0.06,2.06,86,8.2,E
ESPNCollegeHoops2K5,XB,2004,Sports,Sega,1.53,0.42,0,0.05,2,86,8.3,E
TheLegendofHeroes:TrailsofColdSteel,PS3,2013,Role-Playing,Nippon Ichi Software,0.5,0.2,1.2,0.1,2,86,7.7,T
SaintsRowIV,PC,2013,Action,Deep Silver,1.1,0.6,0,0.2,1.9,86,7.4,M
TotalWar:WARHAMMER,PC,2016,Strategy,Sega,0,1.71,0,0.14,1.86,86,7.3,T
DiRTRally,XOne,2016,Racing,Codemasters,0.57,1.14,0,0.14,1.71,86,8,E
RiseoftheTombRaider,PC,2016,Adventure,Square Enix,0,1.57,0,0.14,1.71,86,7.9,M
Dishonored2,PC,2016,Action,Bethesda Softworks,0.57,1,0,0.14,1.71,86,6,M
SegaRallyChampionship2,DC,1999,Racing,Sega,0,0,1.71,0,1.71,86,,
FinalFantasyXIV:Heavensward,PS4,2015,Action,Square Enix,0,0.75,0.75,0.13,1.63,86,7.6,T
NHL08,PS3,2007,Action,Electronic Arts,1,0.38,0,0.19,1.56,86,6.9,E10+
Lunar2:EternalBlueComplete,PS,1999,Role-Playing,Kadokawa Shoten,0.79,0.54,0,0.08,1.46,86,8.9,T
NBA2K12,PC,2011,Sports,Take-Two Interactive,0.75,0.42,0,0.17,1.33,86,7.1,E
DiRT3,PC,2011,Racing,Codemasters,0,1.08,0,0.25,1.25,86,6.9,T
ViewtifulJoe2,GC,2004,Action,Capcom,0.89,0.21,0,0.05,1.16,86,8.3,T
Steins;Gate0,PSV,2015,Adventure,PQube,0,0.38,0.63,0.13,1.13,86,9.3,M
PixelJunkMonstersDeluxe,PSP,2010,Strategy,Sony Computer Entertainment,0.85,0,0,0.08,0.92,86,7.9,E
Amplitude,PS2,2003,Misc,Sony Computer Entertainment,0.45,0.35,0,0.1,0.9,86,8.8,T
Alundra,PS,1997,Role-Playing,Psygnosis,0.5,0.35,0,0.04,0.88,86,9,T
RocketLeague,PC,2016,Sports,505 Games,0.14,0.57,0,0,0.86,86,8.2,E
GuiltyGearX2#Reload,XB,2004,Fighting,Zoo Digital Publishing,0.58,0.16,0,0.05,0.79,86,7.6,T
TalesofDestiny2,PSP,2007,Role-Playing,Namco Bandai Games,0,0,0.75,0,0.75,86,,
RaymanOrigins,PC,2012,Platform,Ubisoft,0,0.55,0,0.09,0.73,86,8.4,E10+
CastlevaniaDoublePack,GBA,2006,Platform,Konami Digital Entertainment,0.41,0.18,0,0,0.59,86,8.4,T
Psychonauts,PS2,2005,Platform,Majesco Entertainment,0.28,0.22,0,0.06,0.5,86,8.7,T
ResidentEvil5,PC,2009,Action,Capcom,0.07,0.29,0,0.07,0.5,86,7.1,M
DiRTRally,PC,2016,Racing,Codemasters,0,0.43,0,0,0.43,86,8.7,E
FIFASoccer2003,GC,2002,Sports,Electronic Arts,0.29,0.1,0,0,0.38,86,7.8,E
CallofDuty2,PC,2005,Shooter,Activision,0,0.28,0,0.06,0.33,86,8.4,T
SupremeCommander,PC,2007,Strategy,THQ,0,0.25,0,0.06,0.31,86,8.3,E10+
SinsofaSolarEmpire:Trinity,PC,2010,Strategy,Kalypso Media,0,0.23,0,0.08,0.31,86,7.9,T
"Warhammer40,000:DawnofWar",PC,2004,Strategy,THQ,0.05,0.16,0,0.05,0.26,86,8.8,M
FinalFantasyXIV:Heavensward,PC,2015,Action,Square Enix,0.13,0.13,0,0,0.25,86,7.7,T
IL-2Sturmovik:1946,PC,2006,Simulation,Ubisoft,0,0.24,0,0.06,0.24,86,8.8,T
BeatManiaIIDX3rdStyle,PS2,2000,Simulation,Konami Digital Entertainment,0,0,0.22,0,0.22,86,,
ColinMcRaeRally3,XB,2002,Racing,Codemasters,0.14,0.05,0,0,0.19,86,7.4,E
MaxPayne2:TheFallofMaxPayne,PC,2003,Shooter,Take-Two Interactive,0,0.1,0,0,0.15,86,9,M
WarhammerOnline:AgeofReckoning,PC,2008,Role-Playing,GOA,0,0.13,0,0,0.13,86,7.9,T
HomeworldRemasteredCollection,PC,2015,Strategy,Gearbox Software,0,0.13,0,0,0.13,86,8.2,E10+
LEGOStarWarsII:TheOriginalTrilogy,PC,2006,Action,Activision,0,0.06,0,0,0.12,86,8.2,E10+
IL-2Sturmovik:ForgottenBattles,PC,2003,Simulation,Ubisoft,0,0.1,0,0,0.1,86,8.6,T
UnrealTournament2003,PC,2002,Shooter,Atari,0,0.05,0,0,0.05,86,8.2,M
MotoRacerAdvance,GBA,2002,Racing,Ubisoft,0.05,0,0,0,0.05,86,tbd,E
FIFA17,PS4,2016,Sports,Electronic Arts,9.43,82.14,1.14,15.86,108.43,85,5,E
PokemonDiamond/PokemonPearl,DS,2006,Role-Playing,Nintendo,37.53,26.24,35.53,8,107.35,85,,
MarioKart7,3DS,2011,Racing,Nintendo,41.92,33.5,22.42,7.58,105.5,85,8.2,E
SuperSmashBros.forWiiUand3DS,3DS,2014,Fighting,Nintendo,36.33,15.22,27,5.33,83.89,85,,
Battlefield3,PS3,2011,Shooter,Electronic Arts,23.75,24.08,2.92,9,59.75,85,7.5,M
Assassin'sCreedIII,PS3,2012,Action,Ubisoft,24,22.91,1.45,10.18,58.64,85,6.9,M
SuperMario64,DS,2004,Platform,Nintendo,26.37,16.16,6.58,5.11,54.21,85,,
FarCry4,PS4,2014,Shooter,Ubisoft,12.56,24.22,1.11,7,44.89,85,7.7,M
NeedforSpeedUnderground,PS2,2003,Racing,Electronic Arts,16.35,14.15,0.4,5.1,36,85,8.6,E
CallofDuty:WorldatWar,PS3,2008,Shooter,Activision,18.2,12.2,0,5.53,35.93,85,7.6,M
Battlefield4,PS4,2013,Shooter,Electronic Arts,13.5,15.5,1.7,5.1,35.9,85,6.9,M
Halo:TheMasterChiefCollection,XOne,2014,Shooter,Microsoft Game Studios,21.22,11.11,0.33,3.22,35.89,85,7.2,M
ProfessorLaytonandtheCuriousVillage,DS,2007,Puzzle,Nintendo,7.56,15.19,6.44,3.25,32.44,85,8.6,E
Nintendogs+cats,3DS,2011,Simulation,Nintendo,12,11.75,6.08,2.25,32.08,85,,
KingdomHearts,PS2,2002,Role-Playing,Sony Computer Entertainment,17.33,5.71,7.1,0.33,30.48,85,8.8,E
GuitarHeroIII:LegendsofRock,X360,2007,Misc,Activision,19.94,5.69,0.06,2.63,28.31,85,7.9,T
FinalFantasyX-2,PS2,2003,Role-Playing,Electronic Arts,9.6,5.4,10.55,0.85,26.45,85,6.6,T
Daxter,PSP,2006,Platform,Sony Computer Entertainment,14.41,5.94,0,4.41,24.76,85,8.7,E10+
StarWars:TheOldRepublic,PC,2011,Role-Playing,Electronic Arts,13.17,8.42,0,3.17,24.67,85,5.9,T
SuperPaperMario,Wii,2007,Platform,Nintendo,12.19,5.38,3.69,1.94,23.19,85,7.9,E
WorldSoccerWinningEleven9,PS2,2005,Sports,Konami Digital Entertainment,0.67,12.56,5,4.28,22.56,85,8.2,E
Assassin'sCreedIV:BlackFlag,XOne,2013,Action,Ubisoft,14.8,5.5,0,2.1,22.3,85,7.4,M
Ratchet&Clank(2016),PS4,2016,Platform,Sony Computer Entertainment,7.14,10.86,0.57,3.43,22,85,,
Doom(2016),PS4,2016,Shooter,Bethesda Softworks,7.71,9.86,0.29,3.43,21.29,85,,
inFAMOUS,PS3,2009,Action,Sony Computer Entertainment,12.57,4.86,0.86,2.64,20.93,85,8.3,T
MaddenNFL10,X360,2009,Sports,Electronic Arts,18,0.64,0,1.57,20.21,85,6.1,E
TombRaiderII,PS,1997,Action,Eidos Interactive,8.85,9.46,0.77,1.08,20.15,85,,T
SpyrotheDragon,PS,1998,Platform,Sony Computer Entertainment,13.44,5.44,0.28,0.84,20,85,,
Batman:ArkhamKnight,XOne,2015,Action,Warner Bros. Interactive Entertainment,11,5.88,0,1.75,18.63,85,6.6,M
ForzaHorizon,X360,2012,Racing,Microsoft Game Studios,7.45,8.45,0.36,1.64,17.82,85,8.4,T
GuitarHero:WorldTour,X360,2008,Misc,Activision,11.87,4.2,0,1.67,17.73,85,6.3,T
TekkenTagTournament,PS2,2000,Fighting,Namco Bandai Games,7.3,6.57,2.22,1.52,17.61,85,8.5,T
KingdomHearts,PS3,2013,Role-Playing,Square Enix,9,3.5,2.5,2.4,17.4,85,,
MaddenNFL10,PS3,2009,Sports,Electronic Arts,14.5,0.93,0,1.5,16.93,85,6.8,E
Pure,X360,2008,Racing,Disney Interactive Studios,9.2,5.6,0,1.67,16.47,85,7.7,E
TheLordoftheRings:TheReturnoftheKing,PS2,2003,Action,Electronic Arts,7.5,6.4,0.25,2.3,16.4,85,8.7,T
MaddenNFL08,X360,2007,Sports,Electronic Arts,13.63,0.06,0,1.13,14.81,85,6.4,E
PokémonTradingCardGame,GB,1998,Strategy,Nintendo,5.96,2.92,5.52,0.4,14.8,85,,
Dr.Mario,NES,1990,Puzzle,Nintendo,7.94,1.82,4.61,0.3,14.7,85,,
Spyro2:Ripto'sRage!,PS,1999,Platform,Sony Computer Entertainment,8.92,5.04,0.04,0.71,14.67,85,,
NBA2K14,PS4,2013,Sports,Take-Two Interactive,8.9,3.1,0.1,2.3,14.5,85,6.5,E
Hitman2:SilentAssassin,PS2,2002,Action,Eidos Interactive,6.48,5.48,0.19,1.95,14.1,85,7.8,M
Fable,XB,2004,Role-Playing,Microsoft Game Studios,10.47,3.05,0,0.47,14,85,8.5,M
WWFSmackDown!2:KnowYourRole,PS,2000,Fighting,THQ,7.65,5.26,0.3,0.7,13.91,85,,
HotShotsGolf3,PS2,2001,Sports,Sony Computer Entertainment,4.5,1.45,6.27,0.91,13.14,85,8.9,E
MLB16:TheShow,PS4,2016,Action,Sony Computer Entertainment,10.29,0,0,2.43,12.71,85,,
FinalFantasyX/X-2HDRemaster,PS3,2013,Role-Playing,Square Enix,4.3,3.6,3.2,1.6,12.7,85,8.5,T
NinoKuni:WrathoftheWhiteWitch,PS3,2011,Role-Playing,Namco Bandai Games,5,3.92,1.75,1.92,12.58,85,8.6,E10+
BravelyDefault:FlyingFairy,3DS,2012,Role-Playing,Nintendo,4.55,2.91,4.45,0.73,12.55,85,,
MaddenNFL09,PS3,2008,Sports,Electronic Arts,10.4,0.93,0,1.2,12.53,85,4.4,E
DeadRising,X360,2006,Action,Capcom,6.82,3.76,0.47,1.18,12.24,85,7.6,M
NBA2K16,X360,2015,Sports,Take-Two Interactive,9.88,0.63,0,1.25,11.75,85,3.2,E
DragonWarriorIII,NES,1988,Role-Playing,Enix Corporation,0.29,0,10.77,0,11.06,85,,
Doom(2016),XOne,2016,Shooter,Bethesda Softworks,6.29,3.57,0,1,10.86,85,,
UFCUndisputed2010,PS3,2010,Fighting,THQ,6.15,3.08,0.15,1.38,10.85,85,7.2,T
Crysis2,PS3,2011,Action,Electronic Arts,3.83,4.67,0.5,1.75,10.75,85,7.2,M
FarCry2,X360,2008,Action,Ubisoft,4.73,4.6,0.13,1.2,10.6,85,6.7,M
LEGOMarvelSuperHeroes,XOne,2013,Action,Warner Bros. Interactive Entertainment,6.1,3.5,0,0.9,10.6,85,6.8,E10+
SoulCaliburIV,X360,2008,Fighting,Ubisoft,6.13,2.87,0.47,1,10.53,85,7.9,T
FIFA17,PS3,2016,Sports,Electronic Arts,0.71,7.86,0.43,1.43,10.43,85,3.3,E
DragonAge:Inquisition,XOne,2014,Role-Playing,Electronic Arts,6.22,3.11,0,1,10.33,85,6.9,M
SouthPark:TheStickofTruth,PS3,2014,Role-Playing,Ubisoft,4.78,3.78,0,1.78,10.22,85,8.5,M
SuperStreetFighterIV:3DEdition,3DS,2011,Fighting,Capcom,4.58,3.67,1.17,0.75,10.08,85,8.1,T
TombRaider:TheLastRevelation,PS,1998,Action,Eidos Interactive,4.6,4.56,0.24,0.52,9.92,85,,
SoulCaliburIV,PS3,2008,Fighting,Ubisoft,4.8,2.67,0.93,1.33,9.73,85,7.9,T
FootballManager2011,PC,2010,Sports,Sega,0,7.77,0,1.92,9.69,85,8.4,E
ProjectGothamRacing,XB,2001,Racing,Microsoft Game Studios,6.23,2.77,0.23,0.41,9.64,85,8.2,E
Rocksmith2014,X360,2013,Misc,Ubisoft,6.9,1.6,0,0.9,9.4,85,,
NBA2K16,PS3,2015,Sports,Take-Two Interactive,5.63,1.5,0.38,1.63,9.25,85,4.6,E
ThemeHospital,PC,1997,Strategy,Electronic Arts,8.85,0.38,0,0,9.23,85,9,K-A
FarCry2,PS3,2008,Action,Ubisoft,2.87,4.6,0.07,1.73,9.2,85,6.4,M
Injustice:GodsAmongUs,PS4,2013,Fighting,Warner Bros. Interactive Entertainment,4.6,3,0,1.6,9.1,85,,
UFCUndisputed3,X360,2012,Action,THQ,6.55,1.82,0,0.73,9,85,7.6,T
MidnightClubII,PS2,2003,Racing,Take-Two Interactive,6.25,1.45,0,1.2,8.9,85,8.5,T
TombRaiderII,PC,1997,Action,Eidos Interactive,3.5,4.81,0,0.5,8.81,85,8.3,
DragonQuestMonsters2,3DS,2014,Role-Playing,Square Enix,0,0,8.78,0,8.78,85,,
RedDeadRedemption:UndeadNightmare,PS3,2010,Action,Take-Two Interactive,3.46,3.46,0.46,1.38,8.77,85,7.4,M
DragonQuestX,Wii,2012,Role-Playing,Square Enix,0,0,8.73,0,8.73,85,,
Minecraft:StoryMode,PS3,2015,Adventure,Mojang,3.38,3.88,0,1.38,8.63,85,,
Castlevania:LordsofShadow,PS3,2010,Action,Konami Digital Entertainment,3.85,2.69,0.77,1.15,8.46,85,8,M
TheSims:HotDate,PC,2001,Simulation,Electronic Arts,8.23,0,0,0,8.27,85,7.9,T
RedDeadRedemption:UndeadNightmare,X360,2010,Action,Take-Two Interactive,4.38,2.92,0.15,0.77,8.23,85,7.6,M
DragonAge:Inquisition,PC,2014,Role-Playing,Electronic Arts,3.67,3.78,0,0.67,8.11,85,5.9,M
BoomBlox,Wii,2008,Puzzle,Electronic Arts,4.73,2.53,0,0.8,8.07,85,8.6,E
GuitarHero5,X360,2009,Misc,Activision,4.64,2.64,0,0.79,8.07,85,6.8,T
DmC:DevilMayCry,PS3,2013,Action,Capcom,2.4,2.6,1.9,1,7.9,85,5.3,M
FightNight2004,PS2,2004,Fighting,Electronic Arts,5.68,1.05,0,1.05,7.79,85,9,T
Onimusha3:DemonSiege,PS2,2004,Action,Capcom,1.95,2.47,2.84,0.37,7.63,85,8.6,M
FinalFantasyIV,DS,2007,Simulation,Square Enix,3.19,0.25,3.88,0.31,7.56,85,7.7,E10+
PrinceofPersia,PS3,2008,Action,Ubisoft,3.13,2.67,0.2,1.13,7.13,85,7.3,T
DragonQuestMonsters2,GB,2001,Role-Playing,Enix Corporation,0,0,7.09,0,7.09,85,,
MaddenNFL2000,PS,1998,Sports,Electronic Arts,6.72,0.16,0,0.16,7,85,,
XenobladeChronicles,3DS,2015,Role-Playing,Nintendo,3.38,1.75,1.5,0.5,7,85,,
TalesofZestiria,PS3,2015,Role-Playing,Namco Bandai Games,0.63,0.88,5.25,0.25,7,85,8,T
MidnightClub3:DUBEditionRemix,PS2,2006,Racing,Take-Two Interactive,5.71,0.24,0,0.94,6.82,85,8.9,E10+
JetMoto,PS,1996,Racing,Sony Computer Entertainment,4.93,1.48,0.11,0.26,6.78,85,,
VirtuaFighter5,PS3,2007,Fighting,Sega,1.81,3.19,0.5,1.25,6.75,85,7.4,T
TheSimpsons:Hit&Run,XB,2003,Racing,Vivendi Games,3.5,2.9,0,0.35,6.75,85,,
ChampionsofNorrath,PS2,2004,Role-Playing,Sony Online Entertainment,3.32,2.58,0,0.84,6.74,85,8.4,T
DragonAge:Inquisition,PS3,2014,Role-Playing,Electronic Arts,3,2,0.56,1,6.67,85,5.2,M
GuitarHero:Metallica,Wii,2009,Misc,Activision,2.86,3.07,0,0.71,6.64,85,8.6,T
NCAAFootball11,PS3,2010,Sports,Electronic Arts,6.08,0,0,0.46,6.54,85,7.4,E
ProEvolutionSoccer2017,PS4,2016,Sports,Konami Digital Entertainment,0.29,3.86,1.57,0.71,6.43,85,7.6,E
FootballManager2014,PC,2013,Sports,Sega,0,6,0,0.3,6.4,85,5.5,E
TonyHawk'sUnderground,XB,2003,Sports,Activision,4.25,1.85,0,0.25,6.35,85,9.1,T
RedFaction:Guerrilla,X360,2009,Shooter,THQ,3.43,2.07,0.07,0.64,6.21,85,8.1,M
R.C.Pro-Am,NES,1988,Racing,Nintendo,4.2,1.09,0.54,0.29,6.11,85,,
MortalKombat,PSV,2012,Fighting,Warner Bros. Interactive Entertainment,3.82,1.18,0,0.91,5.91,85,7.8,M
TriplePlay2001,PS,2000,Sports,Electronic Arts,3.22,2.17,0,0.39,5.78,85,,
LifeisStrange,PS4,2016,Adventure,Square Enix,2.14,2.14,0.43,0.86,5.71,85,8.6,M
TwistedMetal,PS,1995,Action,Sony Computer Entertainment,4.71,0.68,0,0.18,5.57,85,,
DragonQuestIV:MichibikareshiMonotachi,PS,2001,Role-Playing,Enix Corporation,0,0,5.45,0.05,5.5,85,,
RedFaction:Guerrilla,PS3,2009,Shooter,THQ,2.36,1.93,0.14,0.86,5.29,85,8.1,M
RocketLeague,PS4,2016,Sports,505 Games,0.43,4,0,0.71,5.29,85,8.7,E
DiRTRally,PS4,2016,Racing,Codemasters,0.57,3.86,0,0.71,5.29,85,8.1,E
TOCA2:TouringCars,PS,1998,Racing,Codemasters,0.12,4.64,0.08,0.44,5.28,85,,
NASCARThunder2002,PS2,2001,Racing,Electronic Arts,2.59,2,0,0.68,5.27,85,8.5,E
TheSlyCollection,PS3,2010,Platform,Sony Computer Entertainment,4,0.62,0.08,0.62,5.23,85,8.8,E10+
SidMeier'sCivilizationRevolution,PS3,2008,Strategy,Take-Two Interactive,3.27,1.27,0.07,0.6,5.2,85,7.7,E10+
TalesofSymphonia,PS3,2013,Role-Playing,Namco Bandai Games,2.1,1.2,1.3,0.7,5.2,85,7.2,T
DevilDice,PS,1998,Puzzle,THQ,0.2,0.12,4.4,0.32,5.04,85,,
ProEvolutionSoccer2016,PS3,2015,Sports,Konami Digital Entertainment,1.13,1.5,1.88,0.5,5,85,7.2,E
ESPNNBA2K5,XB,2004,Sports,Global Star,4.63,0.21,0,0.21,5,85,8.7,E
TheSimpsons:Hit&Run,GC,2003,Racing,Vivendi Games,3.85,1,0,0.15,4.95,85,,
SaintsRowIV,PS4,2015,Action,Deep Silver,1.63,2.25,0.38,0.75,4.88,85,,
NHL2004,PS2,2003,Sports,Electronic Arts,2.35,1.85,0,0.6,4.85,85,7.6,E
SleepingDogs,PS4,2014,Action,Square Enix,1.78,2.22,0,0.78,4.78,85,,
Oddworld:Abe'sOddysee,PS,1997,Platform,GT Interactive,2.88,1.69,0,0.23,4.77,85,9,T
NBALive2005,XB,2004,Sports,Electronic Arts,4.26,0.26,0,0.21,4.74,85,7.6,E
Game&WatchGallery2,GB,1997,Misc,Nintendo,2.92,1.15,0.46,0.15,4.69,85,,
FireEmblem:TheSacredStones,GBA,2004,Strategy,Nintendo,2.21,0.84,1.58,0.11,4.68,85,9.1,E
MLB08:TheShow,PS3,2008,Sports,Sony Computer Entertainment,4.27,0,0,0.33,4.67,85,8.7,E
Sonic&All-StarsRacingTransformed,WiiU,2012,Racing,Sega,1.73,2.36,0.18,0.36,4.64,85,,
TomClancy'sSplinterCell:DoubleAgent,X360,2006,Action,Ubisoft,3.94,0.24,0.06,0.35,4.59,85,8.1,M
Rocksmith2014,XOne,2014,Misc,Ubisoft,3.22,0.89,0,0.44,4.56,85,,
MetroidPrimeHunters,DS,2006,Shooter,Nintendo,3.35,0.24,0.65,0.35,4.47,85,8,T
InazumaElevenGO,3DS,2011,Role-Playing,Nintendo,0,0.42,4,0,4.42,85,,
FIFA12,PSP,2011,Sports,Electronic Arts,1,2.08,0.17,1.08,4.33,85,,
Mercenaries:PlaygroundofDestruction,PS2,2005,Action,LucasArts,3.56,0.11,0,0.56,4.22,85,,
NHL2001,PS2,2000,Sports,Electronic Arts,2.04,1.61,0,0.52,4.17,85,8.1,E
DragonQuestX,WiiU,2013,Role-Playing,Square Enix,0,0,4.1,0,4.1,85,,
Tatsunokovs.Capcom:UltimateAll-Stars,Wii,2010,Fighting,Capcom,2.31,1.15,0.23,0.38,4.08,85,8.8,T
NFL2K2,PS2,2001,Sports,Sega,2,1.55,0,0.5,4.05,85,7.5,E
DmC:DevilMayCry,PS4,2015,Action,Capcom,1.5,1.63,0,0.63,3.88,85,,
